作品名,创作类型,题材,年份,别名,event_id,年谱原文片段(供查找用)
纸上座谈·改良国画问题之检讨,作画,山水,1944,纸上座谈·改良国画问题之检讨; 清明上河图; 灌娘突围; 风尘三侠; 洛阳血战,evt_04083,《纸上座谈·改良国画问题之检讨》：“（前略）一、国画是否可以改为合乎时代题材之艺术品？黄宾虹：‘自来豹祥羊，假借读《易》，驺虞麟趾，比兴言《诗》。《易》先以图，《诗》中有画。图画之作，文极至也。合乎时代命题，宜如赵武灵王胡服，吴宫中教美人战等目，务期臻于古雅。否则胸无书卷，意少涵蓄，则必不衫不履，搬东移西，一切恶态怪状之物阑入其间，便失中国原有画之宗旨，望之令人生厌，求如白话之通俗、电影之近情，尚不易得。曩见故宫南迁画卷，一庸史作《清明上河图》，所绘汴梁景物之盛，仕宦臣僚，农工商贾，城垣宫室，器用咸备，后赘新式洋枪队一班，蛇足岂不可笑！’（余略）二、古时有《灌娘突围》、《风尘三侠》诸图传为名作
风雨楼图,作画,其他,1944,风雨楼图,evt_04091,10月25日重九日，作《风雨楼图》横披寄赠邓实。
跋黄宾虹手迹画稿十二帧,作画,山水,1945,跋黄宾虹手迹画稿十二帧; 疑庵诗; 甲申除夕,evt_04114,按：许家华《跋黄宾虹手迹画稿十二帧》云：“此册画稿十二幅是黄宾虹大师1944年应先父许际唐公函求，自北京寄歙县赠给我们学画山水用的。”然该跋将其父信系于癸未年，显然自相矛盾。癸未（1943）黄宾虹八十岁，许承尧有贺诗，而此信云“多年未与公通问”，又云“近年喜一切如昔”，与系于癸未（1943）年的说法不相合。《疑庵诗》亦将题诗排于《甲申除夕》之前，所以，以许信写于1944年12月22日，黄画寄于1945年初，许于同年2月12日（甲申除夕）之前得画稿而题诗为妥。
拟古,篆刻,篆刻,1945,拟古,evt_04125,傅雷书：“宾虹老先生座右：顷奉手教，并大作三帧。连日梅雨倾盆三昼夜不止，而尊件递到时，居然毫无损害，可见天地间瑰宝，冥冥中自有神灵呵护也。《拟古》一作，柔和苍润，尤得元人神髓。另幅有长题论唐宋人染云烟者，笔飞墨舞，生气溢于纸外，想见吾公精神劲爽，元气淋漓，非特为敝友得获至宝庆贺，亦且为先生道履矍铄，寿登大考而私心窃喜。海上自前岁画会后，知公者益众，每转辗属求，晚辄以是否真好为标准，以定承诺，若冒名风雅、徒拥多金之辈，往往拒之，窃以为先生之艺之道，殊不值为此侪浪费也。敝处往来宾客，类有灼见，故朋侪浼求，不忍坚拒，惟屡屡干凟。深恐过劳清神，且所赐诸作皆传世之宝，深恨无以图报耳。海上月来米价飞腾，曾
财神图,作画,其他,1945,财神图,evt_04160,此际，作《财神图》以讽刺贪官污吏。
春山春水图,作画,其他,1946,春山春水图,evt_04171,4月4日丙戌三月初三日上巳，张伯驹招为禊集，作《春山春水图》横披。
读书楼图,作画,其他,1946,读书楼图,evt_04175,4月，鲍君白筑读书楼成，作《读书楼图》赠之。
海印盦图卷,作画,其他,1946,海印盦图卷,evt_04183,初夏，为黄居素作《海印盦图卷》。
萱花百合图,作画,其他,1946,萱花百合图,evt_04186,夏日，为孙会元宣和斋古玩铺开张作《萱花百合图》。
良友,作画,山水,1946,良友; 美术生活,evt_04211,陈中凡书：“宾虹道长左右：比奉损书及法绘山水，拜登之下，诵悉各节。执事年来搜集艺术佚集甚伙，一时无从流布，可不先编一艺术定期刊物，择要载入，他日再编为美术丛书？战前此类期刊如《良友》、《美术生活》等，更仆难详，现以印刷费用激增，多归停顿。目下新出之文艺月刊，内容芜杂，多属宣传图片，了无足观。闻贵高足傅雷先生在沪提倡艺术，不遗余力，可不函商，属其就近与出版商接洽，出一纯艺术期刊，借资倡导，或介凡与之通书，希以渠住址及别字示及为荷。尊制山水沈雄朴茂，一片浑沦元气，深得董、巨墨染之传，视挽近艺人专务松秀，致趋于薄弱者，迥然有别。以八十老翁具此气魄，信为寿考之征，欢喜赞叹，如何可说！邓只淳兄仍在川大主
挹翠阁图,作画,其他,1946,挹翠阁图,evt_04232,本年，为澳门吴鸣医生作《挹翠阁图》。
武彝九曲图,作画,其他,1947,武彝九曲图,evt_04256,春，为苏干英作《武彝九曲图》。
字征,篆刻,篆刻,1947,字征,evt_04298,与陈景昭书：“景昭吾兄大鉴：叠奉手书，聆悉文从随叶公遐庵抵粤，昕夕叙晤，获益良多。遐公提倡文艺，主盟坛坫，忧时感事，俱切恫瘝，南北暌违，鲜通函候，然驰系之私，无或已也。黄般若君，精审鉴藏，古今名迹，无所不备，顾及拙笔，可谓河海不择细流，邓公尔，系渠至亲，近况谅多安好。鄙人酷嗜三代文字，于东周古籀，尤所留意，北居恒以此学遣日，故凡玺印泉币匋器兵器，兼收并蓄；近十年来，霜钞雪纂，积有数千余字，均为补辑诸人所未见，将以附臆说，续丁佛言、强开运氏诸作之后，所惜上虞罗氏《字征》书祇录朱文古印，于白文尚付阙如，仅有一卷，漏略已多。且今故都货物高涨，至六吉宣、连四纸等文化品俱为囤积家收尽，虽向南纸铺商购，竟
黄宾虹藏秦汉印拾遗·回忆（代序）,篆刻,山水,1947,黄宾虹藏秦汉印拾遗·回忆（代序）,evt_04315,于希宁《黄宾虹藏秦汉印拾遗·回忆（代序）》：“四十年代我在青岛教书时，中间有时到北平走走，借机向老一辈专家求教，得到于非暗、汪慎生、陈缘督、马晋先生们不少的指教。当然，每次我都要先到石驸马后宅看望宾虹老师，也有时带一点作业请教指点。宾虹居室简陋，迎门置以木框大书架，地上舖了一床苇席。他看书往往是从书架上取下，坐在席地上阅读，所以经常是许多书开函乱置，人入室内要慢慢插空落脚。有一次宾师拿着一本书竟斜躺在书函上入睡了，实在惊人。这一教育，一生难忘。1947年我在中山公园举办个人画展时，就是宾翁老师修函叫我向白石老翁谒拜请教而得以教诲的，特别是‘要老老实实做人’的道理和给予画展的支持，使我终生难忘。
秋江冷艳图,作画,其他,1947,秋江冷艳图,evt_04330,为许士骐作《秋江冷艳图》。
快晴阁图,作画,其他,1947,快晴阁图,evt_04335,本年，广东李研山属画《快晴阁图》。
春草藏玺,篆刻,篆刻,1948,春草藏玺; 铄铄斋三代古陶文字; 益斋印草,,
黄山追忆图,作画,山水,1948,黄山追忆图,evt_04373,初春，决意南下杭州任教，作《黄山追忆图》。
桂林纪游册,作画,其他,1948,桂林纪游册,evt_04382,初夏，为粤友陈子和作《桂林纪游册》。
尘甸晴初图,作画,其他,1948,尘甸晴初图,evt_04399,为傅雷作《尘甸晴初图》册。
送米图,作画,其他,1948,送米图,evt_04406,7月初，为汪聪作《送米图》卷。
送米图卷,作画,其他,1948,送米图卷,evt_04407,与汪聪书：“孝文世讲先生大鉴：叠诵手书，并荷惠款，恧感恧感。……承属为拙画《送米图卷》，竣工奉上，‘送米图’三字，待工书者作为引首最佳。日内敝处整（理）书籍一切，准备南返，二十日后可抵申，容晤谈是幸。……宾虹拜上。七月十日。”
山溪泛舟图,作画,其他,1948,山溪泛舟图,evt_04409,为门生吴咏香作《山溪泛舟图》，以“画当以华滋浑厚为宗”相鼓励。
竹北栘图卷,作画,其他,1948,竹北栘图卷,evt_04411,夏，将南下，作《竹北栘图卷》。
虞山纪游图,作画,其他,1948,虞山纪游图,evt_04435,为余空我作《虞山纪游图》。
水仙梅花图,作画,花鸟,1948,水仙梅花图,evt_04437,为钱君匋作《水仙梅花图》横披。
故都二老,篆刻,篆刻,1948,故都二老; 日下旧闻,evt_04445,铢安《故都二老》：“故都近来有两位八十以上的老画家，齐白石、黄宾虹是也。濒老（白石字濒生，他的名字叫璜，取田于渭滨之意，于今果然年登耄耋，竟成预兆），他的住宅是他自己卖画钱积蓄起来购置的，他素有善于居积之名，据说房屋不止一处，所以晚景颇为不恶，祇因小心过严，房门箱匣，钥匙累累，佩带随身，好像减少了雅人风趣。其实他为人是极慷慨而重风义的，其雅在心而不在形式。宾老在北平祇住了十年，中经离乱，闭门不与外事，自得其乐，与濒老同，而精神之健似犹过之。濒老室中，从来不挂一张字画，座上也没有一样古玩，除作画外，没有一样嗜好。宾老则一间斗室，虽然小得不足回旋，而所读的书，从地上一直堆到顶蓬，顶蓬已经坍了下来，
山水图,作画,山水,1948,山水图,evt_04449,此际，为吴康作《山水图》。
湖山图,作画,其他,1948,湖山图; 湖上杂咏,evt_04464,秋，为舒国华作《湖山图》，并书赠《湖上杂咏》。
摩罗岛怀黄宾虹夫子,作画,其他,1948,摩罗岛怀黄宾虹夫子; 江南春树图,evt_04514,刘作筹寄示旧作《摩罗岛怀黄宾虹夫子》诗，作《江南春树图》赠之。
文字系,篆刻,山水,1949,文字系; 群经字诂; 战国铜器考; 文征,evt_04538,与张海清书：“海清先生大鉴：暌隔数载，縻日不思。贲书远来，无任驰系。藉悉履綦迪吉，德业俱致，逖听之余，无任忭慰。仆自去夏南旋，拟返黄山，道途阻滞，留住西泠。行箧书籍器物，大半散失不全，如华学源《文字系》缺第二册，《群经字诂》缺第四十贰卷一本。此外近廿年出版金石书全部遗失（来南旧书更少，此虽不甚难得，以常用亦觉失之可恼）。《战国铜器考》等洋装、罗氏《文征》诸线装数十种均系厂肆一刘姓书估，乘隙私携并掺入同样无用之类书换出，大可叹惜。而惟铜器之有文字者，及西北古玺印已先随身由航空南来。现拟就所获未经前人著录之古文分类缮出，近一年之校正，尚未竣工。其古文多系战国（黄河流域）器物，未有见于拓本者约百余事
古籀篇,篆刻,篆刻,1949,古籀篇,evt_04540,与张海清书：“海清先生道席：展诵手书，惠贶精拓，感谢感谢。大玺系东周器（遇古文奇字印拓及匋泥兵器文字，以秦前为佳，两汉次之，官印须罕见）无疑，土锈无色泽，坛纽无阑。忆于辛亥前潍县郭闻庭君携至上海求估七百金，仆时任《神州日报》编辑，与之四百数不可得，还之而返。今检愙斋、申堂二印谱确然。然燕市曾见有文字细瘦似后翻砂物，以曾见前人著录未购留。向或释党，《古籀篇》释为刑，党邑圣趋等字殊未安，兹不录入。近年甘肃、绥远出土类此者颇多所见，北平鉴家咸以大河流域铜器款识不若江淮流域之精美，摈而不取，甚至与庸工翻砂者同观，此鉴者不可不审慎也。仆旅燕中，求赝作如胥伦辈，工艺诚佳，而古人朴茂流动之神，终不易至。古物
梅竹双清图,作画,其他,1949,梅竹双清图,evt_04544,春，舒国华约游灵峰观梅，归来作《梅竹双清图》赠之。
慈竹平安观图,作画,其他,1949,慈竹平安观图,evt_04557,约此际，陈光汉（雁迅）以母亲六十大寿，请绘《慈竹平安观图》。
玄亭修禊图,作画,其他,1949,玄亭修禊图,evt_04565,己丑二月为马一浮生日，众弟子聚会师寓“玄亭”雅集，王伯尹请绘《玄亭修禊图》纪之。
红梅青竹图,作画,花鸟,1949,红梅青竹图,evt_04592,秋，金祖同、郭若愚自沪赴杭造访，观绥远古玺，边谈边拓，满载而归。旋作《红梅青竹图》赠郭若愚。
月轮楼校词图,作画,其他,1949,月轮楼校词图,evt_04608,冬，为夏承焘作《月轮楼校词图》。
念奴娇,作画,山水,1949,念奴娇; 白石词谱; 月轮楼校词图; 念奴娇,evt_04609,夏承焘《念奴娇》：“杭州秦望山之江黉舍，称世界大学第二胜区，予寓楼（乃东楼观）左临月轮山，帆影塔灯，照映几席，光景尤奇。予自庚午迄丁丑居此七寒暑，写定《白石词谱》各稿。乱后重来湖上，宾虹先生赐绘《月轮楼校词图》，追忆前躅，赋《念奴娇》，时己丑冬日，上距庚午初来二十年矣。野云飞了，唤何人，共听鹤声一一。片练江光星斗满，应有吟魂重谪。晞发台前，钓丝风里，落落千秋客。高楼遥夜，问谁能画秋色？此处地下英游，前周后薛，入梦曾相识（定山周清真墓、五云山薛梯飙寓，皆在邻近。梯飙，南宋词流，予乡人也）。欲挈湖山鸾背上，一和诸公横笛。乱角先惊，清钟易断，抚劫今何夕？古人如见，一轮初涌秋汐。里词写似宾虹先生诲正。
谭经草堂初稿,篆刻,篆刻,1949,谭经草堂初稿,evt_04615,按：严西凤（1922-1991），名沄，号小厂。嘉善西塘人。能诗词，工篆刻。著有《谭经草堂初稿》。浙江省博物馆存其致谱主信。
补学轩图,作画,其他,1950,补学轩图; 悔补轩读书图,evt_04632,约是际，陈光汉乞画《补学轩图》、《悔补轩读书图》。
悔补轩读书图,作画,其他,1950,悔补轩读书图; 游白鹿洞诗,evt_04634,又柬：“敬求赠绘《悔补轩读书图》，赐呼‘雁迅’。查初白《游白鹿洞诗》有‘吾生苦失学，悔往思补来’之句，翁覃溪评此诗亦有从何补起之叹，志大之感，今昔所同。余生三十又七年矣，少加孤露，长无树立，往事之可悔者，何可胜数，岂徒失学哉！岁月渐增，积悔益多，而人事之纷扰，愁殆更甚焉，则思以补来者，又不知在于何日也。虽然，修名非可强致，壮悔乃亦徒劳，昌黎不云乎存于己者，吾将勉之，则惟有努力读书而已。敬求宾老先生赐绘一图，并乞诲示，悬之坐右，昕夕相对，借资警勉，庶励吾志云尔。晚学陈光汉敬叩。”
晓望图,作画,其他,1950,晓望图,evt_04646,6月，为龙榆生作《晓望图》。
剑池讲台大意,作画,花鸟,1950,剑池讲台大意; 巢经巢（集）,evt_04668,《夏承焘集·天风阁学词日记》同日条：“晴热。午后三时与屡平诣黄宾虹翁，承出商宝意云南风物画册、罗两峰夫妇花卉册及金俊明花卉册页见示。谓明清两代画梅，尤以俊明称独步（天启、崇祯间苏州人）。又出翁松禅《剑池讲台大意》一幅，云往时以银元一千五百枚抢购得之。予不了解其好处，宾老谓好画笔笔皆有起承转合，笔笔分明。又称刘贞晦先生画梅，刚直之气为其性情流露，允为永嘉画家第一。碧筠以诗请质宾老。谓学问有从内做出，与从外做入之别。此语有味。碧筠诗甚有情致，予劝其读《巢经巢（集）》。宾老席上遇蒋苏庵父女，出戴圣一小印相示，前月曾在蒋庄见之。……宾虹翁处取回彊村先生手札，承以金文题检。”
岁朝图,作画,其他,1951,岁朝图,evt_04709,初春，为老友秦曼青作《岁朝图》。
文姬归汉,作画,山水,1951,文姬归汉; 石渠寳笈,evt_04716,与张虹书：“谷雏先生道席：展诵手书并大作山水画，荷惠两次汇件照收，感荷。法绘杭州鉴家见之赞赏不置，所惜当今非常时期，兴趣不暇及此，未能展览与众传观，比即分寄出门。浙大教授瞿禅先生（姓夏，词学著述甚精）来寓，得画如珍璜璧，谅有新诗别行奉谢（云广州大学同人甚多），惟马蠲叟年老，精神不畅，余俟得件即行寄奉。拙画适北京友人代觅旧宣，闻来人云，北方古书籍字画、文具颜料宣纸近不易得，沪杭更少收藏，偶有所见，亦乏精品。前有湘友携来马和之《文姬归汉》卷，确是宋锦，设色与《石渠寳笈》所载俱同，而先后收藏印跋均割去，仅存一仇英印，为异品，其人物钩勒，全无院画习气，工整而神气超逸，有非明代名画所可及者。又见新出土玉
焦山志,篆刻,篆刻,1951,焦山志,evt_04766,与卞孝萱书：“孝萱先生大鉴：顷荷手教，承惠假高西唐诗（轶事甚罕。与焦五斗往还。焦注《焦山志》），此正我意中所觅而未御目者，感甚感甚。罗集亦愿假观。会场闭幕，当拟走领。张谱未见，吴为一代篆刻名贤，均是珍品。鄙意对于三代印谱尤切念。嗜古文字，将充前人所未见，而有以著录之。每日上下午六时在寓，先赐惠临尤感。祗颂台绥。宾虹拜上。十月廿八日。”
湖山爽气图,作画,其他,1951,湖山爽气图,evt_04772,冬，以在京所得古纸作《湖山爽气图》长卷。
临安山色图,作画,其他,1951,临安山色图,evt_04775,冬，为刘作筹作《临安山色图》卷。
访古图,作画,其他,1952,访古图,evt_04804,1月31日，路大荒乞绘《访古图》。
骢马归朝诗叙,书法,其他,1952,骢马归朝诗叙,evt_04830,商承祚书：“宾丈道席：久未致候起居其所藏，至为遐念，暑期在迩，如环境许可，极欲一来游西子湖，并一聆教言也。祚近得阳明居士书《骢马归朝诗叙》卷，长五尺余，绵茧纸，作行楷，时居贵阳，年卅八岁，为贵阳巡按王济（汝楫）作，全集未载此文，先生遗墨传世不多，即见亦不过立幅及简牍，叙文未识长者寓目否？迩正拟一跋尾，写竣呈斧削，并求一题也。又椟盖恳书‘阳明先生（或居士）骢马归朝诗叙真迹’，款可书于侧，无碍也。兹附上椟面尺寸，如纸不合用，可易去，一切希酌裁。又如有兴，祈赐篆文小联，尤叩感，无厌之求，死罪死罪。敬颂福履。晚祚叩。六月廿一日。”
夔门秋色图,作画,其他,1952,夔门秋色图,evt_04839,秋，为李济深作《夔门秋色图》。
〈黄宾虹题跋选〉序,作画,其他,1952,〈黄宾虹题跋选〉序; 夔门秋色图,evt_04840,王伯敏《〈黄宾虹题跋选〉序》：“1952年秋，黄宾虹年八十九，时居杭州栖霞岭。一日，应国家副主席李济深之嘱，画《夔门秋色图》。图的上部空尺余，黄宾虹一边翻阅李副主席的信，一边思考，当时汪勗予在旁，见他要题长款，忙去另一处觅稿纸，想给老人起草用。及到汪将稿纸找到，老人已把近两百字的长款题好了，使在座的吴谿、孙慕唐等画家都因此敬佩不已。”
梅竹图,作画,花鸟,1952,梅竹图,evt_04848,12月9日教育家潘开沛(凯旆)来访，为作《梅竹图》，并书即景诗句赠之。
南岳山水图,作画,山水,1953,南岳山水图,evt_04925,冬，为毛泽东主席作《南岳山水图》。
写作大纲,作画,山水,1954,写作大纲; 万木草堂画目,evt_04943,《写作大纲》：“［编辑大意］远承先训，近证古物，准之实学，不袭陈言。类分十章，中列细目，芟繁就简，每章约数千字至万余字不等。（细目未完，文俟录稿，誊正续上）一、通论：画学变迁，时有升降，文以致治，宜先图画。甲、上古时期：蚩尤作兵，战于涿野，黄帝首出，因有史皇，创造图画。乙、中古时期：虞廷作绘，契为司徒，凤皇来仪，用板有苗。丙；近古时期：萧何收秦图籍，而汉以兴，阎立本驰誉丹青，而唐以盛。明有元季四家，清有画中九友，道咸之间，金石学盛，画亦中兴。二、原始：结绳用圆，画卦用方，方圆零畸，象形图画。甲、画理：《易》曰立天之道曰阴与阳，立地之道曰柔与刚，立人之道曰仁与义，圆颅方趾，万物之性，人为最灵，古
李可染研究,作画,山水,1954,李可染研究,evt_04981,孙美兰《李可染研究》：“可染先生终生难忘1954年之夏，在杭州和黄师相处的日子。那时先生已是九十高龄，患白内障眼疾，严重到了伸手不辨五指、双目近乎失明的程度。他还是手不停笔坚持作画。有一个晚上，可染见黄师一口气钩了七八张山水画稿。宾虹先生为了实现他在艺术上的思想，一生坚持磨练，百折不挠，使可染异常敬服，以至有所自谴：‘前辈老师用功之勤苦，实非我等后辈可及。’1954年，可染先生的第一次南下写生，同赴杭州的还有画家张仃、罗铭。张仃先生曾回忆，当时黄宾虹山水画在可染心目中占有重要地位，对可染写生产生直接深远的影响：就在那年夏天，可染、张仃两位画家曾一起在西湖画山头，山上有个店面，刚好挂着黄先生一幅
苍松图,作画,其他,1954,苍松图,evt_04990,9月，偕宋若婴赴上海参加“黄宾虹先生作品观摩会”，下榻锦江饭店。此际恰逢宪法颁布，绘《苍松图》以贺。
中华名胜图说,作画,其他,1955,中华名胜图说; 刚德画集; 东涯老屋图; 徐州续诗征; 东涯老屋图,evt_05092,②就在付印前夕，还是有新材料出现。如1919年12月，黄宾虹为吴杏芬绘、吴衡之译《中华名胜图说》一书作序。如1932年3月为学生刘祥龙《刚德画集》（上海金城工艺社版）作序，云：“古之善言画事者，莫若庄、老。老子言道也进乎技。形上形下，初无二理。祥龙学兄，其细参之，于庄老而有得已。宾虹题。”又如1939年秋，应门生段拭请，为张伯英（勺圃，1871—1949）作《东涯老屋图》，题云：“曩观勺圃先生所选《徐州续诗征》二十二卷，具见铜山萧沛丰砀人文之美，林泉之盛，为之欣羡不置。兹写《东涯老屋图》，仿佛渊明栗里、摩诘辋川一角，即请教正。宾虹。”（张伯英1944年仲春题云：“己卯秋，内侄段拭无染请宾虹作此
