作品名,创作类型,题材,年份,别名,event_id,年谱原文片段(供查找用)
茶寿高会图,作画,其他,1940,茶寿高会图,evt_03735,2月23日为明人杜茶邨生日，蔡哲夫以流亡时曾居杜茶邨（于皇）故宅，仍召集友人，举行茶寿会，为作《茶寿高会图》，蔡氏得画，惊其已变“新安之旧”。
江山寥廓图卷,题跋,山水,1940,江山寥廓图卷; 西塞诗,evt_03747,题吴山涛《江山寥廓图卷》：“吴塞翁世居歙之泽富村，以明崇祯孝廉授陕西成县令，三年致仕。时秦中初平，城尤湫隘，居无官舍，惟以石作几，终日晏如，赋诗不辍，秦抚深敬爱之。乃请于抚，以纵情诗酒纠罢其官，延之幕府，遂得遨游塞外。著有《西塞诗》。后侨居钱塘，终老吴山，啸歌子得，种秫为娱。更浮家泛宅，往来苕霅之间。朱竹垞太史赠以诗云：“诗人吾爱塞翁好，风格西陵别擅场。嗜酒肯淹千里驾，罢官为起七歌堂。云山画出无前辈，暑雨灯前话故乡。甪里菜畦原未卖，归时休止恋余杭。”盖纪实也。塞翁画多简笔，遒媚如邹衣白，疏放类查二瞻，胸襟潇洒，意境高超，是得大痴神髓，而成逸品，宜非寻常画史可能望其项背矣。纫秋先生具慧眼而有此卷
松籁阁图卷,作画,其他,1940,松籁阁图卷,evt_03748,夏，为翁纫秋作《松籁阁图卷》。重出
山居清话图卷,作画,其他,1940,山居清话图卷; 松籁阁图卷,evt_03761,夏，为翁纫秋以焦墨法作《山居清话图卷》、《松籁阁图卷》。
黄山写生册,作画,山水,1940,黄山写生册,evt_03769,秋，为黄居素作《黄山写生册》十二帧。
林衡者诗意图,作画,其他,1940,林衡者诗意图,evt_03772,秋，作《林衡者诗意图》。
风雨勘诗图,作画,其他,1940,风雨勘诗图,evt_03778,冬日，高吹万寄眎《丁丑戊寅日记节钞》，内充溢怀念亡女之情，作《风雨勘诗图》慰之。
四川盆地的农林土地使用,著述,其他,1940,四川盆地的农林土地使用,evt_03785,"按：德里斯珂信件仅见三通，因太平洋战争发生，德里斯珂与黄宾虹的通信管道也告中断。据洪再新函告，德里斯珂中文信的代笔者为Hu Chiao-ju/C. Y. Hu/Charles Y. Hu，四川人,1910年生。1942年芝加哥大学地质学博士，论文为《四川盆地的农林土地使用》（The agricultural and forestry land-use of Szechuan basin，Chicago, Ill., 1946.）。限于第二次世界大战等原因，德氏计划所著述的中国绘画史未能完成。"
受觛篇,著述,其他,1941,受觛篇,evt_03791,段拭书：“夫子大人函丈：顷奉熙宇先生转来尊作《受觛篇》，拜读谨藏。并悉赐画，后另寄，感激寔深，当引颔望之也。寒翁先生于十二月卅一日夜子时病逝，受业得耗即往痛哭之。前辈知交，又去一人，悲伤曷已。月色夫人谓，寒翁于是晚十时许精神尚佳，并进食少许，与诸友畅谈甚欢。殆至登榻就寝，病忽大变，大呼数声，一笑而逝，前后不过一刻钟耳。殁之次日，即送至殡仪馆，定于月之十二日安葬阳山永安公墓。葬后并拟开会追悼。至其殡事一切用费，均系在京诸友人设法筹出也。寒翁身后萧条，而谈夫人又伶仃无所依，此情此境，令人凄然泪落。知关尊注，谨以奉闻。专肃，敬请炉安！受业拭谨肃。一月五日。”
画响,著述,其他,1941,画响,evt_03792,与段拭书：“无染学兄鉴：前诵手翰，聆悉寒翁作古，不胜悲悼。月色夫人能画能刻，将来熟人中得多张罗，作件度日，或可维持。鄙人目力日差，写字尚可依行下笔，作画已大不胜。惟近年自留旧作赠友好，三五年前寄存金华山中有取还者，兹捡奉览一帧。知友纷纷函索，均愧无以应也，奈何奈何。复候时祉。宾虹顿首。再者，南京图书馆有《休宁县志》，拟查李永昌所著《画响》，丁云鹏诗集，查士标、汪之瑞、戴思望诸人轶事，在图书馆正好趁闲编辑数种有用之书。今最缺乏者为金石书画，向未得多人董理，而真正有用之书，公家不能购，私人力量薄弱，以故东方文艺不易发扬。如有清一代（除经学外），尽是院体、市井、江湖、文人诸恶习充塞宇宙，安得有一线之
碧山草堂图卷,作画,其他,1941,碧山草堂图卷,evt_03823,初夏，为翁纫秋作《碧山草堂图卷》。
雪庐画社举办扇展△今日开幕,书法,人物,1941,雪庐画社举办扇展△今日开幕; 松阴高士; 庭闺仕女; 秋野幽禽; 白孔雀,evt_03826,《雪庐画社举办扇展△今日开幕》：“雪庐画社主办之时贤扇展，今日起在稷园举行，连日收到名书画家精品甚伙，昨日开始布置，陈列甚为齐整，举凡名家如吴待秋、齐白石、周养厂、黄宾虹、萧谦中、溥心畬、陈半丁、王雪涛、季观之等，书家如寿石工、罗复堪、沈凤翔等，均有出品，并有陈半丁、萧谦中合作，齐白石、王雪涛合作，寿石工、宋君方合作各品，均极精湛。又雪庐画社导师，如晏少翔之《松阴高士》《庭闺仕女》、钟质夫之《秋野幽禽》《白孔雀》、王心竟《松阴清话》《双松平远》、金禹民之篆隶钟鼎、朱书《百寿图》，并该社学员本年精华，均同时陈列云。”（6月1日新北京报）
参观随笔,作画,山水,1941,参观随笔; 长恨歌; 老杏; 蜀葵; 阿弥陀佛经,,
郭味蕖画展今日第三日,作画,山水,1941,郭味蕖画展今日第三日; 仿新罗花鸟; 芍药; 春柳图; 白梅,evt_03845,《郭味蕖画展今日第三日》：“名画家郭味蕖，潍水望族，富收藏，精鉴赏，每日沈浸于古书画中，孜孜伏案，融会古人，自出炉冶，所作山水花鸟，精雅绝俗，秾丽中度，气韵闲远，洗尽甜浮。画展自开幕二日以来，风和日暖，稷园路上，游人倍增。如黄宾虹所题之《仿新罗花鸟》，周养庵所题之《芍药》，溥心畬所题之仿赵大年《春柳图》，于非厂所题之《白梅》，风趣高古，别具町畛。他如仿奚铁生之山水，仿南田之《二苏图》，以及《读书秋树根》、《层峰霁雪》各页，尤为人所称赏。郭君画宗南北，屡在沪、杭、青、济举行各展，久为各界所钦仰，今日所得之圆满结果，决非偶然也。”（8月26日新北京报）
增补砚边点滴,作画,山水,1941,增补砚边点滴,evt_03861,存考：正如他的书法一样，黄宾虹花鸟画的创新与造诣，很长时期以来，为他日益隆盛的画名所掩盖。这固然与他花鸟画问世晚而且少（相对于山水画而言）不无关系，此外还有一个不容忽视的原因，即与他具有独创性的花鸟画一时不易为世人普遍接受有关。接受需要时间。这可以从近年来他的花鸟画集日渐行销得到些微信息：他的花鸟画正日渐得到愈来愈多人的认同和激赏。齐白石以其花鸟画笔墨趣味作的山水画，和黄宾虹以其山水画笔墨精神作的花鸟画，最初都得不到世人普遍的认可，而到最后又都赢得超凡的声誉（祇是就黄宾虹而言来得更晚一些），不能不说是个意味深长的现象。山水画家画花鸟较诸花鸟画家画山水，按照钱松嵒先生《增补砚边点滴》一书说法，具
石谷风画集·年表,书法,其他,1941,石谷风画集·年表,evt_03866,《石谷风画集·年表》1941年条：“经黄宾虹先生介绍，购置一批晋唐文书和写经墨迹。据黄宾虹先生考证，此批文书和写经残片年代，上限为西晋，下限至宋初，后即以时序编排成册，曰‘晋魏隋唐残墨’，黄宾虹先生以‘予向’署名题签。”
江行秋色图卷,作画,其他,1941,江行秋色图卷,evt_03870,本年为翁纫秋作《江行秋色图卷》。
宾虹先生今年七十有九，以诗徴和，即步原韵,出版,其他,1942,宾虹先生今年七十有九，以诗徴和，即步原韵; 雅言,evt_03886,莼衷《宾虹先生今年七十有九，以诗徴和，即步原韵》：“昨闻启宾筵，国老崇七子。尊贤果由诚，王道或兹始。黄翁隐衡门，虚荣夙所耻。抑抑戒武公，英气早已弭。吾侪癖贫贱，道味相悦喜。敢云祝噎哽，杯酒佐以史。清言杂古今，一洗筝琵耳。佳篇述畴昔，语短心靡已。唱酬且云乐，宁问世路陁。富贵交千金，儒素交一纸。旷观竹林英，终逊柴桑美。人海涌万流，孤柱自撑时。匪以告邦人，亦足诏后起。当年金峰翁，七十有九齿。满腹奇文章，争新语弥旨。吾以祝黄翁，千顷波无埃。”［《雅言》壬午（1942）卷四］
八十感言,著述,其他,1942,八十感言,evt_03887,按：莼衷即闽侯陈宗蕃。此处所引黄宾虹《八十感言》为定稿，陈宗蕃所和者为未定草，所以产生两诗韵脚的差异。又1943年夏黄氏自录本诗未是稿亦可参考，见下年条。
黟山奇卉册,题跋,山水,1942,黟山奇卉册; 黄山异卉册,evt_03888,约此际，崇古斋古玩铺冯姓伙计持黄凤六临雪庄和尚《黟山奇卉册》（又名《黄山异卉册》）来兜售，索价三百元，将成交。画商见谱主欲得，以为可售高价，中途持去售于苏君，苏请以题跋，因以将前临未毕者补全。
荣宝斋珍藏,题跋,其他,1942,荣宝斋珍藏,evt_03891,又：“凤六公画册，冯估携来，索三百元，余损其一百元，将得之，崇古斋以冯亟返家取回候答复。中途为一恶估截夺之，闻余还价，意可获多金，不以告我，而售于苏君，苏君因告余，且属题识。拟为续临，以成完璧，并以志感。” （《荣宝斋珍藏》绘画卷八，荣宝斋出版社）
杨铁厓诗意图,作画,其他,1942,杨铁厓诗意图,evt_03893,初春，以吴仲圭（镇）法作《杨铁厓诗意图》。
陆元同：新的质疑,题跋,山水,1942,陆元同：新的质疑; 中和; 石溪石涛画说; 龚半千; 黎美周诗才,evt_03901,拙文《陆元同：新的质疑》：“1942年3月1日出版的《中和》月刊刊出署名‘元同’的文章《释石溪事迹汇编》。‘元同’，一度被认为是黄宾虹的笔名，由于‘元同’是黄氏古物陈列所国画研究院的一位学生，全名叫陆元同，其人还健在，现名陆放，因此署名问题不久便得以澄清。似乎事情已经有了结论。有了结论的事情再度受到质疑，是包括‘元同’在内的许多人所没有料到的。在搜寻黄宾虹佚文时，我们发现，早在《释石溪事迹汇编》发表一年半前的1940年9月15日，《新北京报》的《艺术周刊》便载有《石溪石涛画说》（第八十二期至八十六期连载），署名也是‘元同’。不久，同年12月1日周刊刊载《龚半千》（第九十三期至九十六期连载），翌
寒琼遗稿叙,出版,篆刻,1942,寒琼遗稿叙,evt_03921,《寒琼遗稿叙》：“忆自己酉，余恫时艰，将之皖江，道经沪豄，时黄晦闻、邓秋枚两君刊辑国学丛书，蔡君哲夫共襄其事，因缔交焉。蔡君研究古籀文字，诗学宋人，书画篆刻，靡不涉猎，海内知名之士，文翰往还，几无虚日。又尝奔走吴越，拟游泰岱，适战事作，遂还粤中居十余年。以余独好三代文字，时为得古印谱寄余。后以访友重来，旋寓金陵，偕其配月色夫人，文艺自乐，倡和尤多。然坎坷无所遇，处境益贫，而诗日益进。性独嗜茶，自比于杜茶邨，而卒郁郁以老。嗟夫！茶邨挟济世才，丁时数奇，忧患流离，羁栖转徙，其所为诗，读者谓为如天宝之杜甫，义熙之陶潜，前后不同。以蔡君之才之遇，方之茶邨，古今一辙，当无不同。遗编仅存，世乱未已，晦闻先
南山瑞霭图,作画,其他,1942,南山瑞霭图,evt_03922,冬日，作《南山瑞霭图》祝黎母甘太夫人寿辰。
燕郊纪游图,作画,其他,1942,燕郊纪游图,evt_03930,本年，作《燕郊纪游图》。
李空同词意图,作画,其他,1942,李空同词意图,evt_03932,本年，为黄公渚作《李空同词意图》。
八十感言一首录奉藏园先生郢正,著述,山水,1943,八十感言一首录奉藏园先生郢正; 字诂; 文说,evt_03953,《八十感言一首录奉藏园先生郢正》：“我诞乙丑年，蓂算犹甲子。应候知春迟，堕地得岁始。啖惟蔗自甘，拙乃可耻。荣期有生乐，蚩尤亦兵弭。幼承宗族贤（谓慎之修撰思永，次荪庶常崇惺），修业父母喜。楹书宝世守（白山、春谷两从祖著《字诂》、《文说》），图画稽众史。经训勤菑，农秉耒耜。神沕穆初，文献徴宗祀。仰数千载，彭眴息耳。八十学无成，炳烛心未已。云山事卧游，纂述接遐轨。夙昔此微尚，行箧纷董理。金华予季居，丘壑颇清美。儿孙侨香岛，海见渟峙。各安天一方，世乱怵流徙。鱼鸟音书绝，荒歉呼庚癸。四境多疮痍，忧思积成。故人怜衰朽，念及牛马齿。虽得宾朋欢，那能咽清旨。当期泰运回，坏劫尽去否。复邦交，都邑辅车倚。庶瞻民困
诗书画,题跋,山水,1943,诗书画; 诗书画; 约翰·克利斯朵夫,evt_03970,又：黄傅论道，我们不能仅仅把它视作一段佳话。透过他们的鱼雁往来，我们发现他们讨论的，乃是中国画史上最重大的话题，即传统中国画的本质，以及中国画的未来走向。自本谱初版以来，八易寒暑。近年来，陆续有学者踏入这个两人世界，特别是前不久创刊的《诗书画》杂志，连续数期作了专题探索。之前，澳大利亚学者罗清奇博士Claire Roberts撰写Friendship in Art-Fou Lei and Huang Binhong由香港大学出版社于2010年出版，是第一本研究两人世界的专著。兹录该书作者为《诗书画》写的专文：“随着历史画卷逐渐展开，黄宾虹和傅雷双双发现，自己在文化的政治中站错了队。正当两人在二
蒲松龄集,作画,其他,1943,蒲松龄集,,
眉寿图,作画,其他,1943,眉寿图,evt_04005,9月26日秋分后三日，童大年作《眉寿图》以为八十华诞寿。
观画答客问,著述,其他,1943,观画答客问,evt_04007,9月，傅雷撰《观画答客问》，以为画展特刊阐述画理之本，读后引为知言，删去套语，印作艺专讲义。
黄宾虹先生山水画册,出版,山水,1943,黄宾虹先生山水画册,evt_04011,11月19日至23日，由傅雷、裘柱常、顾飞等筹划，在宁波同乡会四楼举办个展，马公愚书“黄宾虹书画展”，傅雷主持操办一切展览事务，刊印《黄宾虹先生山水画册》、《黄宾虹书画展特刊》，观者踊跃。
晚晴山房图,作画,其他,1943,晚晴山房图,evt_04017,11月29日，夏丏尊托傅雷代请为纪念已故弘一法师重作《晚晴山房图》。
万松峦翠图,作画,其他,1943,万松峦翠图,evt_04024,冬，为翁纫秋作《万松峦翠图》卷。
黄山松图,作画,山水,1944,黄山松图,evt_04030,此际，作《黄山松图》祝许承尧七十寿。
闲闲山庄图,作画,其他,1944,闲闲山庄图,evt_04054,春，为高燮作《闲闲山庄图》。
山庄图,出版,其他,1944,山庄图; 山庐好,evt_04058,又：“宾虹先生老友惠鉴：先后得赐寄法绘立轴《山庄图》及法书联，喜跃不可名状，当次第即付装拓，联用明代墨书，非公自言，殊不易识。故此联即将尊函一牋裁开，嵌拓于旁为证，亦颇别致也。公之所作，无论书画，往往拓后愈见饱湛精采，此不特关乎功力，亦为长寿福泽之征，无可疑。于曩时极思刊印拙诗集以自娱，乃纸贵工贵，惊人骇世，迄尚未能耳。温丹翁返粤以后，已多年不通讯，迩者海内耆硕多集沪上，皆相过从，亦是一乐。公前闻亦有来沪之说，不知究能成行否？寒家闲闲山庄已七年不归，时用思念，近曾作有《山庐好》小词五十余阕，见者以为可代写照。弟不能画而最爱公画，以为当世无第二人，亦不自知其何故所以，自获赐画，亦既拓之张之，而却
感悼黄宾虹画人,题跋,山水,1944,感悼黄宾虹画人; 淞南醉别图; 古画微,evt_04060,陆丹林《感悼黄宾虹画人》：“寒风砭骨，春雨霏霏，一个朋友远道来渝，谈及黄宾虹画师逝世。骤然听着这个恶耗，一代画人，遽然长辞宾朋，思今念往，不禁有点怆然。民二十六年的冬天，上海沦陷了，我在二十七年的二月上旬，离开歹土，到香港去，办理出版事业。当我动程的前几天，承他绘赠《淞南醉别图》画卷，并题有七律一首云：‘同醉淞南旧酒楼，引觞无计可消愁。不堪风雨东来急，白浪掀天送客舟。’诗情画意，很有寄托。‘不堪风雨东来急’，就是影射倭寇的侵略而说的。后来这一个画卷，也和其他文物在香港陷敌时，一同散失了。物之得失有数，是不可用理想去尺度的。现在带在身边的，只有他所作的一个观瀑图卷子，和扇册各一张而已。其他存在沪
宾虹论画,题跋,山水,1944,宾虹论画; 历代名画记; 卧游录; 八十自叙,evt_04062,兑之《宾虹论画》：“旧京人海中多有道之士，黄宾虹翁其一也。宾虹生新安山水之乡，承其乡先哲遗绪，一肩金石书画之传，一肩荷经学、小学之重，饶有先正典型，江南天民之秀，晚为宣南寓公之尊宿，不可谓非叔季之人瑞，今年已臻八十，而精神面目止如五六十人，天不绝吾文化，当能享期颐之寿也。七十以前本侨沪渎，江南人士往还不少，晚膺艺专之聘讲学，未几即遘世变，屯留旧京，惄然忧世。既不能奋飞，遂日走厂肆搜求名迹与异书，恳恳款款，终日埋首于几案间，不问外事，惟遇有与谈艺术者，辄津津不能自休。尝谓中华民族所以翘然于大地之上而其精神浩然长存者，惟其艺术之独特，故我辈他无所贡献，惟有勤勤于此，思有以发其秘奥，与世人共见。即不
怀旧楼校书图,作画,其他,1944,怀旧楼校书图,evt_04067,5月，为姚光作《怀旧楼校书图》。
画学臆谈,著述,其他,1944,画学臆谈,evt_04070,6月，撰《画学臆谈》，再论用笔用墨之法。
画法臆谈·总论,著述,其他,1944,画法臆谈·总论,evt_04074,7月14日，撰《画法臆谈·总论》，首次将传统诗文书法范畴中的“丑中有美”观点引伸到画学中。
画到无人爱处工——试谈内美理念下的笔墨与笔墨刷新下的内美,题跋,山水,1944,画到无人爱处工——试谈内美理念下的笔墨与笔墨刷新下的内美; 庄子·山木篇; 写作大纲; 作字示儿孙; 后山诗话,,
气韵,书法,山水,1944,气韵; 芥子园画谱,evt_04078,与傅雷书：“怒庵先生著席：昨奉扇页，谅荷詧收。顷诵手教，谦抑精审，佩极佩极。‘没笔痕而显笔脚’，分明是笔，融洽是墨。没笔痕是融洽，显笔脚是笔法分明。‘谓之书画者’，书法用笔，与画用笔相通，方是名大家。此二句，原是前人论画之成语，书家有笔法无墨法，谓之奴书，唐人写经，多经生所作，故不名贵。古人善书者必善画，以画之墨法通于书法。观宋元明人法书，如赵子昂、文征明，至于王铎、石涛，其字迹真伪至易辨。真者用浓墨，下笔时必含水，含水乃润乃活。王铎之书，石涛之画，初落笔似墨沈，甚至笔未下而墨已滴纸上。此谓兴会淋漓，才与工匠描摹不同，有天趣，竟是在此。而不知者，视为墨未调和，以为不工。非不能工，不屑工也。考试
江淮纪游图,作画,其他,1944,江淮纪游图,evt_04079,夏，为秦更年作《江淮纪游图》。
改良国画问题之检讨,题跋,其他,1944,改良国画问题之检讨; 灌娘突围; 风尘三侠; 洛阳血战; 衡阳杀敌,evt_04082,8月，《华北新报》举行题为《改良国画问题之检讨》笔谈，应邀者尚有艺专校长王石之、京华美院院长邱石冥、中国画学研究会会长周肇祥、师范大学工艺系国画教授胡佩衡。面对所谓“大东亚战争进入决战时期”，“日本画家先后组织报国团体”，“我国画家，迄未有如彼举动”，提出诸如“古时有《灌娘突围》、《风尘三侠》诸图传为名作，今人是否亦能以《洛阳血战》、《衡阳杀敌》为题而有所创作”等“问题”，撰文大气凛然地予以摈斥。
纸上座谈·改良国画问题之检讨,作画,山水,1944,纸上座谈·改良国画问题之检讨; 清明上河图; 灌娘突围; 风尘三侠; 洛阳血战,evt_04083,《纸上座谈·改良国画问题之检讨》：“（前略）一、国画是否可以改为合乎时代题材之艺术品？黄宾虹：‘自来豹祥羊，假借读《易》，驺虞麟趾，比兴言《诗》。《易》先以图，《诗》中有画。图画之作，文极至也。合乎时代命题，宜如赵武灵王胡服，吴宫中教美人战等目，务期臻于古雅。否则胸无书卷，意少涵蓄，则必不衫不履，搬东移西，一切恶态怪状之物阑入其间，便失中国原有画之宗旨，望之令人生厌，求如白话之通俗、电影之近情，尚不易得。曩见故宫南迁画卷，一庸史作《清明上河图》，所绘汴梁景物之盛，仕宦臣僚，农工商贾，城垣宫室，器用咸备，后赘新式洋枪队一班，蛇足岂不可笑！’（余略）二、古时有《灌娘突围》、《风尘三侠》诸图传为名作
风雨楼图,作画,其他,1944,风雨楼图,evt_04091,10月25日重九日，作《风雨楼图》横披寄赠邓实。
刘介一画展小言,著述,其他,1944,刘介一画展小言,evt_04094,11月3日，刘介一画展在中山公园揭幕，为撰《刘介一画展小言》，并出品附展。
忆宾虹,著述,其他,1944,忆宾虹,evt_04102,本年，老友许承尧惦念情殷，撰《忆宾虹》。
跋黄宾虹手迹画稿十二帧,作画,山水,1945,跋黄宾虹手迹画稿十二帧; 疑庵诗; 甲申除夕,evt_04114,按：许家华《跋黄宾虹手迹画稿十二帧》云：“此册画稿十二幅是黄宾虹大师1944年应先父许际唐公函求，自北京寄歙县赠给我们学画山水用的。”然该跋将其父信系于癸未年，显然自相矛盾。癸未（1943）黄宾虹八十岁，许承尧有贺诗，而此信云“多年未与公通问”，又云“近年喜一切如昔”，与系于癸未（1943）年的说法不相合。《疑庵诗》亦将题诗排于《甲申除夕》之前，所以，以许信写于1944年12月22日，黄画寄于1945年初，许于同年2月12日（甲申除夕）之前得画稿而题诗为妥。
杂记,著述,其他,1945,杂记; 传统与革新的集大成者黄宾虹,evt_04116,按：据《杂记》，但未署年，姑系于此。聘任代理律师证书底稿：“聘任人黄宾虹，年事益高，精力渐减，各部门古著（？），既忙殊甚，海内外属作笔、作复，尺盈累案，昼夜清理，犹苦时短。对于举凡室内外事故，间尤无暇顾及，兹因耑书延聘赫宠恩律师担任常年法律顾问，嗣后倘有故意以身试法，侵害本人生命财产、名誉自由、加工著述并其他一切法益，或冒名书画、伪制印鉴等等不法行为者之时，概由赫君代为依法诉追，而尽责保障之。”（查永玲《传统与革新的集大成者黄宾虹》）
拟古,篆刻,篆刻,1945,拟古,evt_04125,傅雷书：“宾虹老先生座右：顷奉手教，并大作三帧。连日梅雨倾盆三昼夜不止，而尊件递到时，居然毫无损害，可见天地间瑰宝，冥冥中自有神灵呵护也。《拟古》一作，柔和苍润，尤得元人神髓。另幅有长题论唐宋人染云烟者，笔飞墨舞，生气溢于纸外，想见吾公精神劲爽，元气淋漓，非特为敝友得获至宝庆贺，亦且为先生道履矍铄，寿登大考而私心窃喜。海上自前岁画会后，知公者益众，每转辗属求，晚辄以是否真好为标准，以定承诺，若冒名风雅、徒拥多金之辈，往往拒之，窃以为先生之艺之道，殊不值为此侪浪费也。敝处往来宾客，类有灼见，故朋侪浼求，不忍坚拒，惟屡屡干凟。深恐过劳清神，且所赐诸作皆传世之宝，深恨无以图报耳。海上月来米价飞腾，曾
财神图,作画,其他,1945,财神图,evt_04160,此际，作《财神图》以讽刺贪官污吏。
春山春水图,作画,其他,1946,春山春水图,evt_04171,4月4日丙戌三月初三日上巳，张伯驹招为禊集，作《春山春水图》横披。
读书楼图,作画,其他,1946,读书楼图,evt_04175,4月，鲍君白筑读书楼成，作《读书楼图》赠之。
海印盦图卷,作画,其他,1946,海印盦图卷,evt_04183,初夏，为黄居素作《海印盦图卷》。
萱花百合图,作画,其他,1946,萱花百合图,evt_04186,夏日，为孙会元宣和斋古玩铺开张作《萱花百合图》。
故都,著述,其他,1946,故都,evt_04193,7月，故都文物研究会拟出版《故都》旬刊，聘为襄理，并为之撰文。
诔辞,著述,其他,1946,诔辞,evt_04199,7月6日许承尧在歙县唐模村病逝，享年七十三岁，挥泪撰《诔辞》。
良友,作画,山水,1946,良友; 美术生活,evt_04211,陈中凡书：“宾虹道长左右：比奉损书及法绘山水，拜登之下，诵悉各节。执事年来搜集艺术佚集甚伙，一时无从流布，可不先编一艺术定期刊物，择要载入，他日再编为美术丛书？战前此类期刊如《良友》、《美术生活》等，更仆难详，现以印刷费用激增，多归停顿。目下新出之文艺月刊，内容芜杂，多属宣传图片，了无足观。闻贵高足傅雷先生在沪提倡艺术，不遗余力，可不函商，属其就近与出版商接洽，出一纯艺术期刊，借资倡导，或介凡与之通书，希以渠住址及别字示及为荷。尊制山水沈雄朴茂，一片浑沦元气，深得董、巨墨染之传，视挽近艺人专务松秀，致趋于薄弱者，迥然有别。以八十老翁具此气魄，信为寿考之征，欢喜赞叹，如何可说！邓只淳兄仍在川大主
略有瑕疵的黄宾虹,题跋,山水,1946,略有瑕疵的黄宾虹,evt_04226,施翀鹏《略有瑕疵的黄宾虹》：“宾虹先生是安徽人，今年已是八十一岁的老画家了！我在二十年前曾经见过他，那时他住在旧法租界贝勒路和萨坡赛路之间。人很谦和客气，毫无倚老卖老的习气，神州国光社出版的中国《美术丛书》是他主编的。他不但是画史烂熟，而精于赏鉴，上海一般的收藏家，往往请他品详古画，也有人说他做古画的买卖，甚至说他有赝鼎出现。这也许他偶有失眼，指假为真！宾虹先生在一般画家之中，书读的比较多，而且是南社的社员，所以同道都很推崇他。战前在上海卖画，教学，写写论画文章，战事发生到北平去，担任过伪国立美专的教授，很多的人替他可惜，似乎对于画家的品格，有些瑕疵。至于他的作品，擅长山水，过去在《申报》发表
挹翠阁图,作画,其他,1946,挹翠阁图,evt_04232,本年，为澳门吴鸣医生作《挹翠阁图》。
浙江通志,出版,其他,1947,浙江通志,evt_04251,余绍宋书：“宾虹先生仁丈侍右：十年大乱，丈犹游戏人间，得天独厚，岂胜欣羡。慎生转到大作金文六幅，浑朴渊懿，俨然三代风规，当代作者，无与伦比，衷心感谢，匪可言宣。宋现承修《浙江通志》，凡寓贤之著作，有关浙事者，亦须著录。丈寓浙较久，如大著中有涉浙事者，还希赐知为幸。拙诗在战前者俱已散失，最近门人辈钞录近十年所为诗付梓，兹已出版，谨以一部尘教，余不悉，手此鸣谢，敬颂颐安。余绍宋拜启。十二月廿二日”
武彝九曲图,作画,其他,1947,武彝九曲图,evt_04256,春，为苏干英作《武彝九曲图》。
山水类篇,题跋,山水,1947,山水类篇,evt_04291,林散之书：“宾虹夫子大人座右：敬维福体万吉为颂。去年冬日连得二谕并书画大小四五纸，跪读之下，其喜如从天外飞来，盖阔别十余年，杳杳无从得消息，一旦得睹手教，其快慰为何如！惟以事远出，迟迟至今未能拜复，罪甚罪甚。吾师近作瑰奇沉挚，能蕴酿宋人，无宋人嘉隆以后积习，明人惟王孟津可以比肩，余子不足与论也。晚年功力犹能精进若此，皖东诸名公对师作亦皆谓虽出新安而另具炉冶，乃为确论，跪服跪服。门人自远游后，于古人笔墨真实处，略有所窥。事变以来，真迹往往流露尘市，乃从今时士大夫家，沉酣饱览，谓非厚幸！惜道远不能一一与师印证之也。今秋双十节，政府举办全国美展，吾师能南下否？门人拟作一二件参加，并欲请师加题数语，以
类编,著述,山水,1947,类编,evt_04292,与林散之书：“散之吾兄有道：前诵手书，聆悉文郎艮侯拟考浙江艺专，曾已函致郑午昌、汪勗予诸国画教授，惟因校长一席，时有变动易人之说，未得复音，谅早筹及。大著《类编》一部，谨慎保存，已函陶载之君，托其携带转奉，勿念。参加美展杰作必多精品，航递虽速，展转中致耽时日。道路交通顺利，鄙人拟即南旋。文郎画笔浑厚华滋，足见家学渊源，加以遒炼，汰去圭角，艺林健将，当罕对垒。友人庞薰琴（琹）、傅怒庵两君，近日庐山避暑，与欧美著作家苏里文氏诸人罗致近时作者小品，宣扬海外，中西合一，归于六法正轨，亦大快事。东学西渐，画其矢，此中华民族之幸福。所赖为上者政教宣扬，识真内美，矫正专制时代朝臣院体之积习而光大之。台端心殷
胡朴安与王均卿,著述,其他,1947,胡朴安与王均卿; 南社诗话,,
字征,篆刻,篆刻,1947,字征,evt_04298,与陈景昭书：“景昭吾兄大鉴：叠奉手书，聆悉文从随叶公遐庵抵粤，昕夕叙晤，获益良多。遐公提倡文艺，主盟坛坫，忧时感事，俱切恫瘝，南北暌违，鲜通函候，然驰系之私，无或已也。黄般若君，精审鉴藏，古今名迹，无所不备，顾及拙笔，可谓河海不择细流，邓公尔，系渠至亲，近况谅多安好。鄙人酷嗜三代文字，于东周古籀，尤所留意，北居恒以此学遣日，故凡玺印泉币匋器兵器，兼收并蓄；近十年来，霜钞雪纂，积有数千余字，均为补辑诸人所未见，将以附臆说，续丁佛言、强开运氏诸作之后，所惜上虞罗氏《字征》书祇录朱文古印，于白文尚付阙如，仅有一卷，漏略已多。且今故都货物高涨，至六吉宣、连四纸等文化品俱为囤积家收尽，虽向南纸铺商购，竟
