row,作品名,年份,event_id,状态,图片路径,图片URL,来源,查询词,匹配分数,命中作品名,命中作者,图片哈希,候选数量,候选1,候选2,候选3,错误信息
110,仕女图,1932,evt_02398,已下载,C:\Users\wu\Desktop\待查作品图片\110_仕女图.jpg,"https://img1.baidu.com/it/u=1889106966,657464561&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1552",百度图片-维基中文,《仕女图》 黄宾虹,19,TRUE,TRUE,f87c72ac7b38d27bfa25686f06ceee62c7444f1ff693b1133eac5a3ee714a0a1,5,"[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(一) | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fppw6ptvsjAzdH3FrAzdH3Ffi5o?t1=dnal9ac80mdbadmlcbm90n | https://img0.baidu.com/it/u=1980568691,2546094386&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=761","[19 作品名=False 查询作品名=True 作者=True] 笔墨生香,黄宾虹高清精品80幅 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Fbdndb00l0_8d88d9nab | https://img1.baidu.com/it/u=1889106966,657464561&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1552","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹:千秋存古籀,只入画图中 | ippr_z2C$qAzdH3FAzdH3Fv3_z&e3Bftgw_z&e3Bv54_z&e3BvgAzdH3Fw6ptvsjfAzdH3FetjoAzdH3Fcmdmblmdd0AzdH3F89umnlumnaa8a8ltmb | https://img1.baidu.com/it/u=4285224923,68743072&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=1147",
114,霜柑阁图,1933,evt_02525,已下载,C:\Users\wu\Desktop\待查作品图片\114_霜柑阁图.jpg,"https://img1.baidu.com/it/u=1700189879,440458557&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=764",百度图片-故宫博物院,黄宾虹 霜柑阁图 拍卖,19,TRUE,TRUE,6da09463d065a865016e5abbe8097fdc38d79e58aee9d0c93db01b8d86c24af0,5,"[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(一) | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fppw6ptvsjAzdH3FrAzdH3Ffi5o?t1=dnal9ac80mdbadmlcbm90n | https://img0.baidu.com/it/u=1980568691,2546094386&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=761","[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(一) | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fppw6ptvsjAzdH3FrAzdH3Ffi5o?t1=dnal9ac80mdbadmlcbm90n | https://img1.baidu.com/it/u=1700189879,440458557&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=764","[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系黄宾虹卷冰上鸿飞三 | ippr_z2C$qAzdH3FAzdH3Fv7s_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Fla09cnccb_8d888ln0m | https://img1.baidu.com/it/u=19568963,2439034410&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=964",
118,先父陆抑非与黄宾虹的一段轶闻,1933,evt_02707,已下载,C:\Users\wu\Desktop\待查作品图片\118_先父陆抑非与黄宾虹的一段轶闻.jpg,"https://img2.baidu.com/it/u=4123108203,2652576167&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=823",百度图片-豆瓣,黄宾虹 先父陆抑非与黄宾虹的一段轶闻,19,TRUE,TRUE,bd4b5f412b66650d6bea4acfad4d0cc8e714e5f301de4180f027ee501f15bc22,3,"[19 作品名=False 查询作品名=True 作者=True] 歙县探寻黄宾虹故居 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B4jtrtwg_z&e3BvgAzdH3Ftmpq32s?u654=vwsswrr | https://img2.baidu.com/it/u=4123108203,2652576167&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=823","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹的生平简介 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B6jg6jg15v_z&e3Bv54AzdH3Frwrj6AzdH3Fdnbn8d8nb_z&e3Bip4s | https://img2.baidu.com/it/u=1855613553,2749142634&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=707","[19 作品名=False 查询作品名=True 作者=True] 八雅轩丨【墨缘有约】栖霞岭是黄宾虹人生中最快乐的时光 | ippr_z2C$qAzdH3FAzdH3F65ss_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3F0clllanml_8d88d90a0 | https://img0.baidu.com/it/u=348333442,2280666630&fm=253&fmt=auto&app=120&f=JPEG?w=330&h=313",
122,蜀中纪游图,1933,evt_02759,已下载,C:\Users\wu\Desktop\待查作品图片\122_蜀中纪游图.jpg,"https://img0.baidu.com/it/u=3994189142,3485047284&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=1360",百度图片-中国艺术研究院,黄宾虹《蜀中纪游图》,19,TRUE,TRUE,771864b2e480efd24b3d0cab0b9167c91d617f510b48792f21e2e3a8ff3a7b83,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹  蜀中纪游 | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fcbddd9ddd0AzdH3FOF6OZeenp | https://img0.baidu.com/it/u=3994189142,3485047284&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=1360","[19 作品名=False 查询作品名=True 作者=True]  p data-id=""gn5hi1tbsi"">黄宾虹蜀江射洪纪游图轴,近现代文物,现收藏 | ippr_z2C$qAzdH3FAzdH3Fkwthj_z&e3Bkwt17_z&e3Bv54AzdH3Ftpj4AzdH3F%Eb%lC%ba%Em%B8%lF%Ec%Ba%b9%Em%B9%AA%E0%BA%AA%Em%Bb%Bb%Ec%lB%BEAzdH3Fm9lbm0dn | https://img2.baidu.com/it/u=3356032416,1502546&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1231","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹 山水 纸本立轴 画芯尺寸:138*35cm(9595 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F09blda098ndc99l89cc | https://img1.baidu.com/it/u=880967168,3686805236&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067",
126,渔洋精华录,1934,evt_02940,候选未确认,,"https://img2.baidu.com/it/u=653015863,1056380628&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=542",百度图片,黄宾虹 渔洋精华录,12,TRUE,TRUE,,5,"[12 作品名=False 查询作品名=True 作者=True] 黄宾虹:我死后五十年,我的画会热闹起来 | ippr_z2C$qAzdH3FAzdH3Fkwt3twiw5_z&e3Bkwt17_z&e3Bv54AzdH3Ff?t1=8b998anc8lm8n998ldc&ou6=frt1j6&u56=rv | https://img2.baidu.com/it/u=653015863,1056380628&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=542","[12 作品名=False 查询作品名=True 作者=True] 黄宾虹:那个最孤独的人 | ippr_z2C$qAzdH3FAzdH3Fgjof_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Fm9ld9am0m_8d88d9088 | https://img2.baidu.com/it/u=4088166164,1071232435&fm=253&fmt=auto&app=138&f=JPEG?w=595&h=500","[12 作品名=False 查询作品名=True 作者=True] 黄宾虹的白与黑,独特的""三段式""艺术历程 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B8mn_z&e3Bv54AzdH3F1yAzdH3Fw6ptvsjAzdH3FKKFDM9bHacd8BMHc_z&e3Bip4s | https://img1.baidu.com/it/u=3053749951,2163549882&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=920",没有候选命中具体作品名/别名，且没有来自定向中文站的精确查询结果，已禁止自动下载
130,两髯行-题张善孖、大千昆弟华山行卷即以留别,1934,evt_02976,已下载,C:\Users\wu\Desktop\待查作品图片\130_两髯行-题张善孖、大千昆弟华山行卷即以留别.jpg,"https://img0.baidu.com/it/u=3924418116,1325232239&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067",百度图片-文汇报,黄宾虹《两髯行-题张善孖、大千昆弟华山行卷即以留别》,19,TRUE,TRUE,c2c078f21f499a219963ad6654b2280ccd8a943b5bf108617cdbd3f469b7fe2f,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹|《画学篇》 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3F0b99cbn8c_8d88d908a | https://img0.baidu.com/it/u=2994276961,2787624003&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=3235","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹的山水字画清奇脱俗. | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0nca9cmnml0aa90980c | https://img0.baidu.com/it/u=3924418116,1325232239&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067","[19 作品名=False 查询作品名=True 作者=True] 临虹叟|单字.#写字是一种生活 #笔墨当随时代 #黄宾虹 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0db899l9m9nd9dmnddc | https://img2.baidu.com/it/u=1358454551,443895431&fm=253&fmt=auto&app=138&f=JPEG?w=1038&h=800",
134,上海美专秋季画展与音乐会,1934,evt_02998,已下载,C:\Users\wu\Desktop\待查作品图片\134_上海美专秋季画展与音乐会.jpg,"https://img1.baidu.com/it/u=3188633249,4259433593&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1054",百度图片-雅昌艺术网,《上海美专秋季画展与音乐会》 黄宾虹,19,TRUE,TRUE,630a29788871231a6a101dd0251ed0877ce011e07a99a635e09225be824fa94e,5,"[19 作品名=False 查询作品名=True 作者=True] 《黄宾虹》100x68cm(现有作品) - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0calal0clb8ld0mmdn9 | https://img1.baidu.com/it/u=3585848833,3082457150&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1156","[19 作品名=False 查询作品名=True 作者=True] 新安画派巨擘,黄宾虹.全才.观前人,启发后人. - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0ncadbmdcnnm9la0d0m | https://img0.baidu.com/it/u=715131530,524695957&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067","[19 作品名=False 查询作品名=True 作者=True] 杭州看展必去:黄宾虹书画艺术展 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_990nm8nmcd0aa88ma8m | https://img1.baidu.com/it/u=3188633249,4259433593&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1054",
138,邱石冥国画展览会,1935,evt_03102,已下载,C:\Users\wu\Desktop\待查作品图片\138_邱石冥国画展览会.jpg,"https://img1.baidu.com/it/u=2694082579,3658184646&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=653",百度图片-中国书画网,黄宾虹《邱石冥国画展览会》,19,TRUE,TRUE,e60db5abfc58af8fe3ef96382c8662ae2f2ce23528298721c6e1282be8bdf8eb,5,"[19 作品名=False 查询作品名=True 作者=True] 🎨 浙博再遇黄宾虹 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_9cbb9mab0m8ba8aa8cb | https://img1.baidu.com/it/u=2694082579,3658184646&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=653","[19 作品名=False 查询作品名=True 作者=True] 一屋灯起,万山通明.#国画艺术 #黄宾虹山水 #浙江博物馆 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0caa0b0a0la090dldca | https://img2.baidu.com/it/u=3394385038,4169568072&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹 山水 纸本立轴 画芯尺寸:138*35cm(9595 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F09blda098ndc99l89cc | https://img1.baidu.com/it/u=880967168,3686805236&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067",
142,九龙潭图,1935,evt_03157,已下载,C:\Users\wu\Desktop\待查作品图片\142_九龙潭图.jpg,"https://img0.baidu.com/it/u=653814535,613971991&fm=253&fmt=auto&app=138&f=JPEG?w=395&h=1200",百度图片-360百科,黄宾虹 九龙潭图 画,19,TRUE,TRUE,007dc412f6485404cd1de692fe787584fa2044b92ecaf549ed1ac3c17912e4ae,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹(1865～1955) 九华山色图 | ippr_z2C$qAzdH3FAzdH3Fwrr_z&e3Bxsyfw7v_z&e3Bv54AzdH3Fw7vpt5gAzdH3F1jpwtsAzdH3Ft1AzdH3Fmdml0AzdH3F561j6AzdH3Fjews_r6tvjAzdH3Ff56pAzdH3F1jfv_z&e3Bip4s | https://img0.baidu.com/it/u=653814535,613971991&fm=253&fmt=auto&app=138&f=JPEG?w=395&h=1200","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹的山水画:笔墨交融,意境深远 | ippr_z2C$qAzdH3FAzdH3Fkwt3twiw5_z&e3Bkwt17_z&e3Bv54AzdH3Ff?t1=8bdaldlcanlddllacan&ou6=frt1j6&u56=rv | https://img0.baidu.com/it/u=791682277,3217862282&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=909","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹是一位著名的中国画家,他的作品深受人们的喜爱 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0nmnl09999bad9880l8 | https://img2.baidu.com/it/u=3916266663,753758302&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=2230",
146,四时花卉图,1935,evt_03170,已下载,C:\Users\wu\Desktop\待查作品图片\146_四时花卉图.jpg,"https://img0.baidu.com/it/u=818476983,2597327650&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=1150",百度图片-百度百科,黄宾虹 四时花卉图,19,TRUE,TRUE,6afd4f21701bc8acb6b9b36976ded8a62ddd38b4113969e7883417dcdb4963d3,5,"[19 作品名=False 查询作品名=True 作者=True] 墨韵生花处:黄宾虹花鸟画中的乱世诗心 | ippr_z2C$qAzdH3FAzdH3Fkwt3twiw5_z&e3Bkwt17_z&e3Bv54AzdH3Ff?t1=8bna90na8ldlm0lab0c&ou6=frt1j6&u56=rv | https://img0.baidu.com/it/u=818476983,2597327650&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=1150","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹的花卉清雅芬芳 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3F0lndcbn8c_8d88d908l | https://img1.baidu.com/it/u=868940177,2647698774&fm=253&fmt=auto&app=138&f=JPEG?w=465&h=1327","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹的花卉清雅芬芳 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3F0lndcbn8c_8d88d908l | https://img2.baidu.com/it/u=149927447,3313204340&fm=253&fmt=auto&app=138&f=JPEG?w=465&h=1043",
150,画展,1935,evt_03214,已下载,C:\Users\wu\Desktop\待查作品图片\150_画展.jpg,"https://img0.baidu.com/it/u=4070943975,2256501838&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067",百度图片-荣宝斋,黄宾虹《画展》,19,TRUE,TRUE,456464db2d9ee90f5a852f15f91c24491cf68216d6c071ac6c8feee5057ea3cf,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹山水华滋花鸟欢快,赏心悦目!#文人画 #黄 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0c8acacaldb00l9m89l | https://img0.baidu.com/it/u=4070943975,2256501838&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067","[19 作品名=False 查询作品名=True 作者=True] 杭州看展必去:黄宾虹书画艺术展 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_990nm8nmcd0aa88ma8m | https://img1.baidu.com/it/u=3188633249,4259433593&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1054","[19 作品名=False 查询作品名=True 作者=True] 一屋灯起,万山通明.#国画艺术 #黄宾虹山水 #浙江博物馆 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0caa0b0a0la090dldca | https://img2.baidu.com/it/u=3394385038,4169568072&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067",
154,海山揽胜图,1936,evt_03347,已下载,C:\Users\wu\Desktop\待查作品图片\154_海山揽胜图.jpg,"https://img0.baidu.com/it/u=791682277,3217862282&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=909",百度图片-朵云轩,黄宾虹 海山揽胜图,19,TRUE,TRUE,40377e51af7dd620b42b660078060a04b5d64f2e0af9b5c81be4e94a2e302603,5,"[19 作品名=False 查询作品名=True 作者=True] 自然是活勉强即死黄宾虹先生逝世70周年 | ippr_z2C$qAzdH3FAzdH3Fv7s_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Fbmnncbcdd_8dad08bad | https://img0.baidu.com/it/u=1909866108,3106261465&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=697","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹 山水 纸本立轴 画芯尺寸:138*35cm(9595 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F09blda098ndc99l89cc | https://img1.baidu.com/it/u=880967168,3686805236&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹的山水画:笔墨交融,意境深远 | ippr_z2C$qAzdH3FAzdH3Fkwt3twiw5_z&e3Bkwt17_z&e3Bv54AzdH3Ff?t1=8bdaldlcanlddllacan&ou6=frt1j6&u56=rv | https://img0.baidu.com/it/u=791682277,3217862282&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=909",
158,寒月行窝图,1937,evt_03452,已下载,C:\Users\wu\Desktop\待查作品图片\158_寒月行窝图.jpg,"https://img2.baidu.com/it/u=3441634913,3235318685&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=1469",百度图片-博宝艺术网,黄宾虹《寒月行窝图》,19,TRUE,TRUE,67a754052ff6dbd988f39e2727620b69e96d708b0c35904ca029a6f07f0b7ee1,5,"[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(六) | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Fl898nadmb_8d888ln0m | https://img2.baidu.com/it/u=3441634913,3235318685&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=1469","[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(一) | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fppw6ptvsjAzdH3FrAzdH3Ffi5o?t1=dnal9ac80mdbadmlcbm90n | https://img0.baidu.com/it/u=1980568691,2546094386&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=761","[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(一) | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fppw6ptvsjAzdH3FrAzdH3Ffi5o?t1=dnal9ac80mdbadmlcbm90n | https://img1.baidu.com/it/u=1700189879,440458557&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=764",
162,竹北栘问学录——师从黄宾虹先生学习书画鉴定的回忆,1937,evt_03565,已下载,C:\Users\wu\Desktop\待查作品图片\162_竹北栘问学录——师从黄宾虹先生学习书画鉴定的回忆.jpg,"https://img0.baidu.com/it/u=4154744151,3885057781&fm=253&fmt=auto&app=138&f=JPEG?w=514&h=500",百度图片-光明网文化,竹北栘问学录——师从黄宾虹先生学习书画鉴定的回忆 黄宾虹 作品 图片,19,TRUE,TRUE,83fa597657d31e98b512975e88111bdb4a9b9415e6387b7aabf165137af57673,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹《山水四绝》欣赏指南 🌄 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_9d0mb09nc8balnaa0mc | https://img0.baidu.com/it/u=4154744151,3885057781&fm=253&fmt=auto&app=138&f=JPEG?w=514&h=500","[19 作品名=False 查询作品名=True 作者=True] 🎨黄宾虹画作鉴定:真迹还是仿品? | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_c0aa0mmc8808nlmbl9d | https://img2.baidu.com/it/u=2802537509,3618694877&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=646","[19 作品名=False 查询作品名=True 作者=True] 🖼️黄宾虹山水画欣赏 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_9bb9n88llnd0ldd9nbc | https://img0.baidu.com/it/u=1636058723,410106788&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1044",
166,春明馆看花图,1938,evt_03608,已下载,C:\Users\wu\Desktop\待查作品图片\166_春明馆看花图.jpg,"https://img2.baidu.com/it/u=1235230086,4071205799&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=652",百度图片-文汇报,黄宾虹《春明馆看花图》,19,TRUE,TRUE,9ea90521a6aed6087d73e75047e2e9205bd6b41268934e4e88450debcdc9b154,5,"[19 作品名=False 查询作品名=True 作者=True] 墨韵生花处:黄宾虹花鸟画中的乱世诗心 | ippr_z2C$qAzdH3FAzdH3Fkwt3twiw5_z&e3Bkwt17_z&e3Bv54AzdH3Ff?t1=8bna90na8ldlm0lab0c&ou6=frt1j6&u56=rv | https://img0.baidu.com/it/u=818476983,2597327650&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=1150","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹花鸟画:意境与技法的完美结合 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_caddnm90a8l8n90dn0l | https://img2.baidu.com/it/u=1235230086,4071205799&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=652","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹的花卉清雅芬芳 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3F0lndcbn8c_8d88d908l | https://img1.baidu.com/it/u=868940177,2647698774&fm=253&fmt=auto&app=138&f=JPEG?w=465&h=1327",
170,助读楼图卷,1939,evt_03660,已下载,C:\Users\wu\Desktop\待查作品图片\170_助读楼图卷.jpg,"https://img0.baidu.com/it/u=1902527933,3875913292&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=906",百度图片-腾讯文化,黄宾虹《助读楼图卷》,19,TRUE,TRUE,36b54fab3caa0f3e6f1b16978f284ec54da2788225b0ed178b38afd4784d22f8,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹:不读万卷书,不行万里路,难以言境界 | ippr_z2C$qAzdH3FAzdH3Fkwt3twiw5_z&e3Bkwt17_z&e3Bv54AzdH3Ff?t1=8b8dc9m9b8c8cb9dmda&ou6=frt1j6&u56=rv | https://img0.baidu.com/it/u=1831333619,2555677971&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=1095","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹,册页35x50x8纸本 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0c8lm0n9m89cmlnd8cn | https://img1.baidu.com/it/u=2320133690,1976072192&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹画作精选:13幅名画欣赏 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_nlca9db0dml0bddclnb | https://img2.baidu.com/it/u=3820920448,4207814388&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=653",
174,峨嵋山图,1939,evt_03704,未找到,,,,,,,,,0,,,,
178,焦山消夏图,1939,evt_03709,已下载,C:\Users\wu\Desktop\待查作品图片\178_焦山消夏图.jpg,"https://img2.baidu.com/it/u=1475606927,120919617&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1049",百度图片-美术网,黄宾虹 焦山消夏图 拍卖,19,TRUE,TRUE,af33451cac52e4995dda467f32019415f081b09ef4b4446ae66f55b5b95b5957,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹 山水 纸本立轴 画芯尺寸:138*35cm(9595 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F09blda098ndc99l89cc | https://img1.baidu.com/it/u=880967168,3686805236&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹,册页35x50x8纸本 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0c8lm0n9m89cmlnd8cn | https://img1.baidu.com/it/u=2320133690,1976072192&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067","[19 作品名=False 查询作品名=True 作者=True] 一屋灯起,万山通明.#国画艺术 #黄宾虹山水 #浙江博物馆 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0caa0b0a0la090dldca | https://img2.baidu.com/it/u=3394385038,4169568072&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067",
